Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Datetime,,,,,
2025-07-24 13:30:00+00:00,214.05999755859375,214.4499969482422,213.7100067138672,214.05999755859375,2890018
2025-07-24 13:31:00+00:00,215.0659942626953,215.1199951171875,213.97000122070312,214.125,670155
2025-07-24 13:32:00+00:00,214.5500030517578,215.69000244140625,214.5399932861328,215.06500244140625,579386
2025-07-24 13:33:00+00:00,214.5500030517578,214.88999938964844,214.47999572753906,214.55160522460938,202595
2025-07-24 13:34:00+00:00,215.25999450683594,215.39500427246094,214.5399932861328,214.55499267578125,377963
2025-07-24 13:35:00+00:00,214.58999633789062,215.47999572753906,214.58999633789062,215.25,284529
2025-07-24 13:36:00+00:00,214.93350219726562,214.97369384765625,214.52000427246094,214.64109802246094,167381
2025-07-24 13:37:00+00:00,214.72500610351562,214.9600067138672,214.65499877929688,214.91000366210938,181972
2025-07-24 13:38:00+00:00,214.4499969482422,214.7899932861328,214.42999267578125,214.72500610351562,182062
2025-07-24 13:39:00+00:00,214.4499969482422,214.57000732421875,214.39999389648438,214.4499969482422,153680
2025-07-24 13:40:00+00:00,214.22999572753906,214.5,214.1999969482422,214.4499053955078,231180
2025-07-24 13:41:00+00:00,214.57000732421875,214.60000610351562,214.24000549316406,214.24000549316406,186261
2025-07-24 13:42:00+00:00,214.3704071044922,214.58999633789062,214.17999267578125,214.55999755859375,140695
2025-07-24 13:43:00+00:00,214.6199951171875,214.6999969482422,214.375,214.38999938964844,130576
2025-07-24 13:44:00+00:00,214.7913055419922,214.80999755859375,214.60000610351562,214.6199951171875,144757
2025-07-24 13:45:00+00:00,214.75039672851562,214.875,214.7100067138672,214.7949981689453,135776
2025-07-24 13:46:00+00:00,214.75999450683594,214.7696075439453,214.7238006591797,214.75,7131
2025-07-24 13:48:00+00:00,214.55499267578125,214.64500427246094,214.5,214.56500244140625,380071
2025-07-24 13:49:00+00:00,214.44239807128906,214.60000610351562,214.39999389648438,214.55499267578125,106288
2025-07-24 13:50:00+00:00,214.14999389648438,214.4600067138672,214.1199951171875,214.43499755859375,110838
2025-07-24 13:51:00+00:00,214.10000610351562,214.25999450683594,214.07020568847656,214.14999389648438,98164
2025-07-24 13:52:00+00:00,214.25999450683594,214.30999755859375,214.05499267578125,214.09500122070312,126037
2025-07-24 13:53:00+00:00,214.14999389648438,214.24000549316406,214.14999389648438,214.22999572753906,89290
2025-07-24 13:54:00+00:00,213.6999969482422,213.7100067138672,213.6750030517578,213.6999969482422,346294
2025-07-24 13:55:00+00:00,213.7863006591797,213.8300018310547,213.6699981689453,213.69500732421875,108613
2025-07-24 13:56:00+00:00,213.7899932861328,213.8800048828125,213.74000549316406,213.7646942138672,93117
2025-07-24 13:57:00+00:00,213.70010375976562,213.8000030517578,213.61500549316406,213.79730224609375,139797
2025-07-24 13:58:00+00:00,213.875,213.87879943847656,213.52999877929688,213.7100067138672,199878
2025-07-24 13:59:00+00:00,213.8300018310547,213.8800048828125,213.72999572753906,213.87010192871094,113287
2025-07-24 14:00:00+00:00,213.74000549316406,213.86000061035156,213.61500549316406,213.83999633789062,114442
2025-07-24 14:01:00+00:00,213.83999633789062,214.0,213.72549438476562,213.75,101838
2025-07-24 14:02:00+00:00,213.73300170898438,213.83999633789062,213.56500244140625,213.83999633789062,129579
2025-07-24 14:03:00+00:00,213.84500122070312,213.97999572753906,213.75,213.75,108321
2025-07-24 14:04:00+00:00,214.02999877929688,214.13999938964844,213.83999633789062,213.84010314941406,137130
2025-07-24 14:05:00+00:00,214.36500549316406,214.39999389648438,214.02999877929688,214.0399932861328,184839
